Gene ID	Gene Name	Design Element	'triple negative breast cancer tumor' vs 'non-triple negative breast cancer tumor'.p-value	'triple negative breast cancer tumor' vs 'non-triple negative breast cancer tumor'.t-statistic	'triple negative breast cancer tumor' vs 'non-triple negative breast cancer tumor'.log2foldchange
ENSG00000110324	IL10RA	7944152	0.270897587303475	2.1538119574486	0.7
ENSG00000110328	GALNT18	7946641	NA	-0.0112340448511679	0
ENSG00000110330	BIRC2	7943424	NA	-0.344668608080382	-0.1
ENSG00000110344	UBE4A	7944195	NA	-0.0913542956120313	0
ENSG00000110367	DDX6	7952103	NA	1.33956457569113	0.2
ENSG00000110375	UPK2	7944341	NA	0.24883103239341	0
ENSG00000110395	CBL	7944493	NA	0.790888142685731	0.1
ENSG00000110400	NECTIN1	7952274	NA	0.280625694829111	0.1
ENSG00000110422	HIPK3	7939197	NA	-1.21821941598733	-0.3
ENSG00000110427	KIAA1549L	7939215	NA	0.0482732954909692	0
ENSG00000110429	FBXO3	7947434	NA	-1.80687794373538	-0.3
ENSG00000110435	PDHX	7939329	NA	-1.387410253077	-0.3
ENSG00000110436	SLC1A2	7947496	0.47057599076245	-1.49579130524507	-0.7
ENSG00000110442	COMMD9	7947531	NA	1.05408099474128	0.2
ENSG00000110446	SLC15A3	7948493	NA	0.0453048637167954	0
ENSG00000110448	CD5	7940409	0.0708194961207565	3.63326430087865	0.9
ENSG00000110455	ACCS	7939507	NA	-0.125591343483752	0
ENSG00000110484	SCGB2A2	7940636	0.347699431654092	-1.86497385075811	-1.7
ENSG00000110497	AMBRA1	7947652	NA	-0.343541040321457	-0.1
ENSG00000110514	MADD	7939767	NA	0.101609918309236	0
ENSG00000110583	NAA40	7940824	NA	0.978640650852029	0.2
ENSG00000110619	CARS1	7945803	NA	-0.291698645750469	-0.1
ENSG00000110628	SLC22A18	7937852	NA	-1.47344360899464	-0.3
ENSG00000110651	CD81	7937802	NA	0.406045281092559	0.1
ENSG00000110660	SLC35F2	7951485	0.676527765660579	1.00814305924671	0.4
ENSG00000110665	C11orf21	7945734	NA	3.78327123484311	0.4
ENSG00000110675	ELMOD1	7943573	NA	0.389623630085133	0
ENSG00000110680	CALCA	7946749	NA	0.747431794260796	0.1
ENSG00000110693	SOX6	7946757	NA	1.17440891214288	0.3
ENSG00000110696	C11orf58	7895444	0.509946370570102	-1.40671396909875	-0.6
ENSG00000110697	PITPNM1	7949808	NA	0.987485067476638	0.2
ENSG00000110700	RPS13	7895392	NA	0.142412180429374	0
ENSG00000110711	AIP	7941927	NA	-0.324016353542214	-0.1
ENSG00000110713	NUP98	7945902	NA	-0.857673927295181	-0.1
ENSG00000110717	NDUFS8	7941976	NA	-0.961268355221195	-0.1
ENSG00000110719	TCIRG1	7941985	NA	-0.253955441774703	-0.1
ENSG00000110721	CHKA	7949916	NA	-0.446919293131469	-0.1
ENSG00000110723	EXPH5	7951545	0.721279637627921	-0.903489482616364	-0.3
ENSG00000110756	HPS5	7946988	NA	0.166230564510325	0
ENSG00000110768	GTF2H1	7938762	NA	-0.626713703951821	-0.1
ENSG00000110777	POU2AF1	7951596	NA	3.80267279854303	0.6
ENSG00000110786	PTPN5	7947076	NA	-0.134118416881285	0
ENSG00000110799	VWF	7960464	0.87397736864585	0.463524522140902	0.2
ENSG00000110801	PSMD9	7959322	NA	-2.09266033405958	-0.3
ENSG00000110811	P3H3	7953450	NA	1.94822265275811	0.3
ENSG00000110841	PPFIBP1	7954559	NA	0.495300278411715	0.1
ENSG00000110844	PRPF40B	7955250	NA	-1.9076723282219	-0.2
ENSG00000110848	CD69	7961075	0.242047421038594	2.26992946479616	1
ENSG00000110851	PRDM4	7966072	NA	-1.57878524645561	-0.2
ENSG00000110852	CLEC2B	7961083	NA	1.72592097953281	0.4
ENSG00000110871	COQ5	7967072	NA	-2.24522730826331	-0.4
ENSG00000110876	SELPLG	7966127	NA	2.63237226669427	0.6
ENSG00000110880	CORO1C	7966135	NA	-0.264683526125364	-0.1
ENSG00000110881	ASIC1	7955317	NA	1.87187617828124	0.3
ENSG00000110887	DAO	7958425	NA	2.0599463520681	0.3
ENSG00000110888	CAPRIN2	7962112	NA	2.5152784762796	0.5
ENSG00000110900	TSPAN11	7954645	NA	1.15021271191922	0.1
ENSG00000110906	KCTD10	7966202	NA	-0.799678333636799	-0.1
ENSG00000110911	SLC11A2	7963212	NA	-3.62949629730166	-0.7
ENSG00000110917	MLEC	7959205	NA	-0.312553432912713	-0.1
ENSG00000110921	MVK	7958565	NA	-0.258649822506652	0
ENSG00000110925	CSRNP2	7963235	NA	-1.93208874130982	-0.5
ENSG00000110931	CAMKK2	7967127	NA	-0.970037559287725	-0.1
ENSG00000110934	BIN2	7963289	0.264295631430558	2.18670316593388	0.8
ENSG00000110944	IL23A	7956251	NA	0.0880750369189195	0
ENSG00000110955	ATP5F1B	7964234	NA	-1.43073733544431	-0.3
ENSG00000110975	SYT10	7962226	NA	-0.235824577741557	0
ENSG00000110987	BCL7A	7959354	NA	1.34256485216982	0.1
ENSG00000111011	RSRC2	7967304	NA	-1.39555260926688	-0.2
ENSG00000111012	CYP27B1	7964535	NA	-0.936551523544684	-0.1
ENSG00000111046	MYF6	7957373	NA	1.11152527530306	0.2
ENSG00000111049	MYF5	7957379	NA	-0.569176448043391	-0.1
ENSG00000111052	LIN7A	7965156	NA	-0.14302739773334	0
ENSG00000111057	KRT18	7955637	0.297995067414287	-2.04914592009524	-0.6
ENSG00000111058	ACSS3	7957386	0.758081348826999	-0.807629577271864	-0.4
ENSG00000111077	TNS2	7955663	NA	-1.03770872983871	-0.3
ENSG00000111087	GLI1	7956430	NA	1.86585651026684	0.2
ENSG00000111110	PPM1H	7964646	NA	-1.13951030441843	-0.2
ENSG00000111142	METAP2	7957633	NA	-1.60047030146441	-0.2
ENSG00000111144	LTA4H	7965627	NA	0.623393077332924	0.1
ENSG00000111145	ELK3	7957665	NA	0.372837535174056	0.1
ENSG00000111181	SLC6A12	7960177	NA	2.34233118200942	0.2
ENSG00000111186	WNT5B	7953012	NA	0.464046188690802	0
ENSG00000111196	MAGOHB	7961208	NA	0.0131321513289286	0
ENSG00000111199	TRPV4	7966234	0.983413179899911	-0.0815504722010343	0
ENSG00000111203	ITFG2	7953111	NA	1.21446276861809	0.2
ENSG00000111206	FOXM1	7960340	0.788568163362448	0.711520065618521	0.3
ENSG00000111218	PRMT8	7953181	NA	1.17235320248246	0.1
ENSG00000111224	PARP11	7960383	NA	-0.983053360485935	-0.2
ENSG00000111229	ARPC3	7966315	NA	-1.72307599551329	-0.3
ENSG00000111231	GPN3	7966321	NA	-3.3816853260079	-0.6
ENSG00000111237	VPS29	7966332	NA	-1.68232564671161	-0.3
ENSG00000111241	FGF6	7960407	NA	1.47280090231374	0.2
ENSG00000111245	MYL2	7966379	NA	-0.0107819555172355	0
ENSG00000111247	RAD51AP1	7953218	0.939073822806834	0.248223329545081	0.1
ENSG00000111249	CUX2	7958726	NA	1.7577061210785	0.3
ENSG00000111252	SH2B3	7958749	NA	1.21992616515956	0.2
ENSG00000111254	AKAP3	7960427	NA	1.18153159493682	0.2
ENSG00000111261	MANSC1	7961365	NA	0.0420573223636542	0
ENSG00000111262	KCNA1	7953274	NA	0.673431044715104	0.1
ENSG00000111266	DUSP16	7961371	NA	-0.582813562856584	-0.2
ENSG00000111269	CREBL2	7954021	NA	-1.07310050739053	-0.3
ENSG00000111271	ACAD10	7958761	NA	-1.1472068048504	-0.2
ENSG00000111276	CDKN1B	7954029	0.963238486999063	0.165972398445058	0.1
ENSG00000111291	GPRC5D	7961386	NA	0.462693228801704	0.1
ENSG00000111300	NAA25	7966462	NA	-0.681900163749964	-0.1
ENSG00000111305	GSG1	7961399	NA	0.904142665681992	0.1
ENSG00000111319	SCNN1A	7960529	0.067582689593679	-4.03481288174302	-1.6
ENSG00000111321	LTBR	7953321	NA	2.02327162156337	0.3
ENSG00000111328	CDK2AP1	7967412	NA	0.963726535822833	0.2
ENSG00000111331	OAS3	7958895	0.537518488373813	-1.32118694148186	-0.5
ENSG00000111335	OAS2	7958913	0.965298923289443	-0.153907875231145	-0.1
ENSG00000111339	ART4	7961507	NA	1.94713776268044	0.4
ENSG00000111341	MGP	7961514	0.683470774617749	0.98539812116438	0.5
ENSG00000111344	RASAL1	7966542	NA	2.49525006785108	0.5
ENSG00000111348	ARHGDIB	7961532	NA	0.971094268876263	0.2
ENSG00000111358	GTF2H3	7959623	NA	-1.99005390010424	-0.4
ENSG00000111361	EIF2B1	7967473	NA	-0.827513372222679	-0.1
ENSG00000111364	DDX55	7959604	NA	-0.280623472641753	-0.1
ENSG00000111371	SLC38A1	7962516	0.514148068843232	-1.38972177505945	-0.5
ENSG00000111404	RERGL	7961595	0.183075127432068	2.59890843724179	0.9
ENSG00000111405	ENDOU	7962608	NA	0.600394014465082	0.1
ENSG00000111412	SPRING1	7966738	NA	1.66270188994609	0.5
ENSG00000111424	VDR	7962689	NA	-1.26452152788064	-0.3
ENSG00000111432	FZD10	7959850	NA	2.36968093915206	0.3
ENSG00000111445	RFC5	7959052	NA	-0.401914179046497	-0.1
ENSG00000111450	STX2	7967685	NA	0.929306388384153	0.2
ENSG00000111452	ADGRD1	7959893	NA	0.809200787264429	0.2
ENSG00000111481	COPZ1	7955896	NA	-2.50957508857003	-0.7
ENSG00000111530	CAND1	7956910	0.365680755932128	-1.80859784771438	-0.5
ENSG00000111536	IL26	7964795	NA	3.02201874048221	0.3
ENSG00000111537	IFNG	7964787	NA	-0.194323781945393	0
ENSG00000111540	RAB5B	7956088	NA	-2.34544961668858	-0.4
ENSG00000111554	MDM1	7964810	0.29558220355613	-2.06119609686348	-0.8
ENSG00000111581	NUP107	7956949	0.479494692133359	-1.47365856213245	-0.5
ENSG00000111596	CNOT2	7957106	0.536832478829337	-1.32760833772037	-0.4
ENSG00000111602	TIMELESS	7964145	NA	-1.356121541534	-0.4
ENSG00000111605	CPSF6	7957008	0.663639775244477	-1.04125397410814	-0.4
ENSG00000111615	KRR1	7965022	NA	-1.54898645571156	-0.3
ENSG00000111639	MRPL51	7960553	NA	0.236814494905411	0.1
ENSG00000111640	GAPDH	7953385	NA	-0.806217512804454	-0.2
ENSG00000111644	ACRBP	7960642	NA	0.701970196413717	0.1
ENSG00000111647	UHRF1BP1L	7965723	NA	-3.07579463943366	-0.5
ENSG00000111652	COPS7A	7953395	NA	-0.959875849468222	-0.2
ENSG00000111653	ING4	7960654	NA	1.71255156734092	0.3
ENSG00000111664	GNB3	7953469	NA	1.11073380872599	0.2
ENSG00000111665	CDCA3	7960702	NA	0.756554017644965	0.2
ENSG00000111666	CHPT1	7958000	0.452139229625323	-1.5516148553683	-0.8
ENSG00000111667	USP5	7953483	NA	0.310650471696467	0.1
ENSG00000111669	TPI1	7953508	NA	0.473688319339658	0.1
ENSG00000111670	GNPTAB	7965812	NA	-0.133623564865537	0
ENSG00000111671	SPSB2	7960709	NA	1.76448419458674	0.2
ENSG00000111674	ENO2	7953532	0.744509988396348	-0.847966041684879	-0.4
ENSG00000111676	ATN1	7953547	NA	0.346686496709775	0.1
ENSG00000111679	PTPN6	7953569	NA	1.01953997881254	0.2
ENSG00000111684	LPCAT3	7960730	NA	1.76648045633753	0.4
ENSG00000111696	NT5DC3	7965918	NA	-0.0709043949639703	0
ENSG00000111701	APOBEC1	7960821	NA	-0.908772839411837	-0.1
ENSG00000111707	SUDS3	7959080	NA	-1.3805888902843	-0.1
ENSG00000111711	GOLT1B	7954388	NA	0.794232898020618	0.2
ENSG00000111725	PRKAB1	7959123	NA	-1.66700428632919	-0.3
ENSG00000111726	CMAS	7954407	NA	2.03638821747148	0.4
ENSG00000111727	HCFC2	7958158	NA	-0.944078897089936	-0.2
ENSG00000111728	ST8SIA1	7961757	0.067582689593679	3.96530473329874	1.1
ENSG00000111731	C2CD5	7961767	NA	0.125666605580627	0
ENSG00000111732	AICDA	7960910	NA	1.60712067729992	0.2
ENSG00000111737	RAB35	7966929	NA	-0.774341162364759	-0.1
ENSG00000111783	RFX4	7958305	NA	0.954525246164185	0.1
ENSG00000111785	RIC8B	7958331	NA	-1.5239709611872	-0.3
ENSG00000111786	SRSF9	7894716	NA	-0.181934111101471	0
ENSG00000111790	FGFR1OP2	7954492	NA	0.871973709049286	0.1
ENSG00000111796	KLRB1	7961059	NA	2.71093827171013	0.5
ENSG00000111799	COL12A1	8127563	0.702585096618554	-0.942375073755998	-0.6
ENSG00000111801	BTN3A3	8117476	0.597464117706239	1.17568005079796	0.4
ENSG00000111802	TDP2	8124262	NA	-1.28907623764224	-0.2
ENSG00000111816	FRK	8129071	0.474598931515625	-1.48560799429289	-0.5
ENSG00000111817	DSE	8121588	NA	-0.116177512789653	0
ENSG00000111832	RWDD1	8121613	NA	-2.04141325923666	-0.3
ENSG00000111834	RSPH4A	8121622	NA	-0.46940579425196	-0.1
ENSG00000111837	MAK	8123893	NA	-1.99432059566467	-0.5
ENSG00000111843	TMEM14C	8116859	NA	-3.14611733396578	-0.5
ENSG00000111845	PAK1IP1	8116848	NA	0.924520906338513	0.3
ENSG00000111846	GCNT2	8116835	0.962230331550415	0.173073607528338	0.1
ENSG00000111850	SMIM8	8121002	NA	1.4773068826196	0.2
ENSG00000111859	NEDD9	8123936	0.962230331550415	0.171486394446838	0.1
ENSG00000111860	CEP85L	8129193	0.0111707692550973	5.76599405829861	1.2
ENSG00000111863	ADTRP	8123951	0.284570435506982	2.09747732771546	0.8
ENSG00000111875	ASF1A	8121734	NA	0.110009094914044	0
ENSG00000111877	MCM9	8129218	NA	-0.483677948931571	-0.1
ENSG00000111879	FAM184A	8129231	NA	1.98703931124079	0.3
ENSG00000111880	RNGTT	8128052	NA	0.329850982884662	0.1
ENSG00000111885	MAN1A1	8129254	0.5660007938342	1.25111334465994	0.4
ENSG00000111886	GABRR2	8128099	NA	0.494047102816917	0.1
ENSG00000111897	SERINC1	8129317	NA	-2.24862230336953	-0.5
ENSG00000111906	HDDC2	8129363	NA	-0.892444305378744	-0.2
ENSG00000111907	TPD52L1	8121838	0.683077636966163	-0.988218742300436	-0.4
ENSG00000111911	HINT3	8121886	NA	-2.006866087533	-0.4
ENSG00000111912	NCOA7	8121861	NA	1.25732690925998	0.3
ENSG00000111913	RIPOR2	8124280	0.0808522227910976	3.42821510046908	1.4
ENSG00000111961	SASH1	8122637	0.699920199753759	-0.948750026976422	-0.3
ENSG00000111962	UST	8122660	NA	0.262469630956566	0.1
ENSG00000111981	ULBP1	8122724	NA	0.644968877752938	0.1
ENSG00000112029	FBXO5	8130374	NA	-1.12866442482943	-0.3
ENSG00000112033	PPARD	8118945	NA	0.494399587398165	0.1
ENSG00000112039	FANCE	8118963	NA	1.34836386992156	0.1
ENSG00000112041	TULP1	8125903	NA	2.13862435274567	0.2
ENSG00000112053	SLC26A8	8125959	NA	-0.364000442390484	-0.1
ENSG00000112062	MAPK14	8119000	NA	0.564003551459595	0.1
ENSG00000112077	RHAG	8126878	NA	2.47644566110051	0.2
ENSG00000112078	KCTD20	8119067	NA	-0.385998034495265	0
ENSG00000112079	STK38	8126018	NA	1.87515641720247	0.3
ENSG00000112081	SRSF3	8119080	NA	-1.43355314446466	-0.1
ENSG00000112110	MRPL18	8123148	NA	-1.89697736025094	-0.5
ENSG00000112115	IL17A	8120210	NA	0.288986862190308	0
ENSG00000112116	IL17F	8127024	NA	1.53771539780843	0.2
ENSG00000112118	MCM3	8127031	NA	-0.626162544702731	-0.1
ENSG00000112130	RNF8	8119184	NA	1.93972922560152	0.3
ENSG00000112137	PHACTR1	8116932	NA	1.96142188174683	0.3
ENSG00000112139	MDGA1	8126102	NA	-0.884094405078664	-0.2
ENSG00000112144	CILK1	8127109	NA	-0.749841900192533	-0.2
ENSG00000112146	FBXO9	8120251	NA	-3.22216508212156	-0.4
ENSG00000112149	CD83	8116983	NA	2.49701469312099	0.5
ENSG00000112159	MDN1	8128138	NA	2.20219627842237	0.5
ENSG00000112164	GLP1R	8119338	NA	2.05256856043459	0.2
ENSG00000112167	SAYSD1	8126147	NA	1.41075842616581	0.2
ENSG00000112175	BMP5	8127193	0.767375783268862	0.783374894444905	0.4
ENSG00000112182	BACH2	8128247	NA	3.41158934419856	0.8
ENSG00000112183	RBM24	8117045	0.571283983076024	-1.23728686466243	-1
ENSG00000112186	CAP2	8117054	0.127883921267247	-3.00610118624479	-1.3
ENSG00000112195	TREML2	8126288	NA	2.73937792717767	0.3
ENSG00000112200	ZNF451	8120382	NA	-0.266567389409682	0
ENSG00000112208	BAG2	8120402	NA	0.965073889693329	0.3
ENSG00000112210	RAB23	8127346	NA	-0.0661580058102683	0
ENSG00000112212	TSPO2	8119396	NA	0.970065963410323	0.1
ENSG00000112214	FHL5	8121181	NA	-0.325971720574678	-0.1
ENSG00000112218	GPR63	8128316	NA	0.704937209778777	0.1
ENSG00000112232	KHDRBS2	8127370	NA	3.81421817954314	0.4
ENSG00000112234	FBXL4	8128356	NA	-0.0395837454725567	0
ENSG00000112237	CCNC	8128429	NA	-1.14066036776239	-0.3
ENSG00000112238	PRDM13	8121216	NA	2.09941813074411	0.2
ENSG00000112242	E2F3	8117128	NA	1.29168036175638	0.3
ENSG00000112246	SIM1	8128459	NA	-0.442507932199886	-0.1
ENSG00000112249	ASCC3	8128472	NA	-0.719899775980439	-0.2
ENSG00000112273	HDGFL1	8117172	NA	2.01992760350251	0.2
ENSG00000112276	BVES	8128553	NA	0.508629489576644	0.1
ENSG00000112280	COL9A1	8127446	NA	2.68253724703555	0.7
ENSG00000112282	MED23	8129522	0.896133800786899	-0.390484369539023	-0.1
ENSG00000112290	WASF1	8128818	NA	-0.840795112890079	-0.2
ENSG00000112293	GPLD1	8124211	NA	0.82072003415217	0.1
ENSG00000112294	ALDH5A1	8117207	NA	0.413840747876818	0.1
ENSG00000112297	CRYBG1	8121277	0.373563179129481	-1.77537916767997	-0.9
ENSG00000112299	VNN1	8129618	NA	0.240443152492287	0.1
ENSG00000112303	VNN2	8129637	0.758081348826999	0.80632798460799	0.4
ENSG00000112304	ACOT13	8117219	NA	-1.28763348296397	-0.3
ENSG00000112305	SMAP1	8120585	NA	1.42575798078383	0.4
ENSG00000112306	RPS12	8122136	NA	0.851918157886976	0.2
ENSG00000112308	C6orf62	8124273	NA	-1.65307730190729	-0.4
ENSG00000112309	B3GAT2	8127484	NA	0.81417683732255	0.1
ENSG00000112312	GMNN	8117225	NA	-0.784569353616145	-0.2
ENSG00000112319	EYA4	8122150	0.800838562237977	-0.677082500439085	-0.3
ENSG00000112320	SOBP	8121319	NA	3.74933933026138	0.7
ENSG00000112333	NR2E1	8121334	NA	-0.351279352651792	0
ENSG00000112335	SNX3	7892770	NA	2.52340017405807	0.6
ENSG00000112337	SLC17A2	8124365	NA	1.44892561610893	0.1
ENSG00000112339	HBS1L	8129706	NA	-2.23253834572327	-0.6
ENSG00000112343	TRIM38	8117321	NA	-0.572322143664324	-0.2
ENSG00000112357	PEX7	8122242	NA	-0.64994715591005	-0.1
ENSG00000112365	ZBTB24	8128767	NA	-0.310437671623591	-0.1
ENSG00000112367	FIG4	8121429	0.365573489084613	-1.81345672679993	-0.7
ENSG00000112378	PERP	8129880	0.967029799586838	-0.139563805276106	-0.1
ENSG00000112379	ARFGEF3	8122279	0.00806409024420647	-6.09872734080064	-1.7
ENSG00000112394	SLC16A10	8121515	NA	0.866858429887372	0.3
ENSG00000112406	HECA	8122343	NA	1.17827293334401	0.2
ENSG00000112414	ADGRG6	8122365	0.991007877190648	0.0446835166198435	0
ENSG00000112419	PHACTR2	8122426	0.987861832329527	0.0682926513325873	0
ENSG00000112425	EPM2A	8130013	NA	-0.965377723093603	-0.1
ENSG00000112462	OR12D3	8124645	NA	-1.65777199641036	-0.1
ENSG00000112473	SLC39A7	8179525	NA	1.5269690785651	0.4
ENSG00000112494	UNC93A	8123388	NA	0.707878875088543	0.1
ENSG00000112499	SLC22A2	8130582	NA	2.17278186100697	0.2
ENSG00000112511	PHF1	8118682	NA	-0.242094722021841	0
ENSG00000112514	CUTA	8125752	NA	0.123889498647587	0
ENSG00000112530	PACRG	8123303	NA	0.283718808245028	0
ENSG00000112531	QKI	8123315	NA	0.515003197423374	0.1
ENSG00000112539	C6orf118	8130664	NA	-0.231948763287809	0
ENSG00000112541	PDE10A	8130674	NA	-0.290162996104177	-0.1
ENSG00000112559	MDFI	8119466	NA	1.59274064709399	0.3
ENSG00000112561	TFEB	8126312	NA	1.91829454962875	0.2
ENSG00000112562	SMOC2	8123446	0.989314513180935	-0.049295153558077	0
ENSG00000112576	CCND3	8126371	NA	0.723817566917534	0.1
ENSG00000112578	BYSL	8119492	NA	1.95080255336901	0.4
ENSG00000112584	FAM120B	8123494	NA	-1.33576417979596	-0.3
ENSG00000112592	TBP	8123507	NA	-1.14211721855662	-0.2
ENSG00000112599	GUCA1B	8126387	NA	0.514984749094895	0.1
ENSG00000112619	PRPH2	8126436	NA	1.23870725767901	0.1
ENSG00000112624	BICRAL	8119582	NA	0.201529562016977	0
ENSG00000112640	PPP2R5D	8119627	NA	1.03920353431745	0.2
ENSG00000112655	PTK7	8119689	0.271716815081473	2.13990917783666	0.6
ENSG00000112658	SRF	8119712	NA	1.97250648740535	0.3
ENSG00000112659	CUL9	8119722	NA	0.535803568259611	0.1
ENSG00000112667	DNPH1	8126524	NA	1.9975445480803	0.3
ENSG00000112679	DUSP22	8116548	NA	2.52916111819602	0.4
ENSG00000112685	EXOC2	8123524	NA	-1.54158354143451	-0.4
ENSG00000112695	COX7A2	8127629	NA	-0.572641822134785	-0.2
ENSG00000112697	TMEM30A	8127637	NA	-0.423838646127975	-0.1
ENSG00000112699	GMDS	8123562	0.638433109996536	1.09880737127633	0.4
ENSG00000112701	SENP6	8120758	NA	-0.238879282647376	0
ENSG00000112706	IMPG1	8127666	NA	1.48226455553807	0.1
ENSG00000112715	VEGFA	8119898	0.946815681004665	-0.226609953145473	-0.1
ENSG00000112739	PRPF4B	8116664	NA	-0.4459280561655	-0.1
ENSG00000112742	TTK	8120838	0.934911047148763	0.256822451472756	0.1
ENSG00000112759	SLC29A1	8119974	NA	0.110632399541434	0
ENSG00000112761	CCN6	8121532	NA	1.07775390685806	0.1
ENSG00000112763	BTN2A1	8117485	NA	1.34686202428066	0.2
ENSG00000112769	LAMA4	8128991	0.80973745733485	0.652369694949835	0.2
ENSG00000112773	TENT5A	8127778	NA	2.40833315035526	0.6
ENSG00000112782	CLIC5	8126729	NA	0.0356591556112835	0
ENSG00000112787	FBRSL1	7960088	NA	0.8242077720384	0.1
ENSG00000112796	ENPP5	8126750	0.23998865900228	-2.28455290588269	-1
ENSG00000112799	LY86	8116734	0.82871658250465	0.598701264309229	0.3
ENSG00000112812	PRSS16	8117547	NA	-0.373507008832307	-0.1
ENSG00000112818	MEP1A	8120088	NA	1.44208319174654	0.2
ENSG00000112837	TBX18	8127932	NA	1.06485307917581	0.3
ENSG00000112851	ERBIN	8105681	NA	-2.25983239884252	-0.4
ENSG00000112852	PCDHB2	8108683	0.511823326393522	1.39594950869737	0.8
ENSG00000112855	HARS2	8108603	NA	-1.62105284713761	-0.2
ENSG00000112874	NUDT12	8113413	0.202752203933402	-2.50100648369461	-0.7
ENSG00000112877	CEP72	8104220	NA	0.549654453639552	0.1
ENSG00000112893	MAN2A1	8107234	NA	2.03733644043583	0.3
ENSG00000112902	SEMA5A	8110932	0.795565492830673	0.691483256205036	0.2
ENSG00000112936	C7	8105084	0.693434765376584	0.963822157113756	0.8
ENSG00000112941	TENT4A	8104378	NA	1.10132749421517	0.2
ENSG00000112964	GHR	8105121	0.516448129036631	-1.38451576788449	-0.5
ENSG00000112972	HMGCS1	8111941	0.676527765660579	-1.0092994677328	-0.3
ENSG00000112977	DAP	8110982	NA	0.634089539310994	0.1
ENSG00000112981	NME5	8114354	NA	-0.515643618566072	-0.1
ENSG00000112983	BRD8	8114365	NA	-1.33687877361227	-0.3
ENSG00000112984	KIF20A	8108301	0.834284007700941	-0.586355157087938	-0.3
ENSG00000112992	NNT	8105153	0.915854414509089	0.336291945665218	0.1
ENSG00000112996	MRPS30	8105181	0.356446557047606	-1.83705855737574	-0.8
ENSG00000113013	HSPA9	8114455	NA	-0.87228576733554	-0.2
ENSG00000113048	MRPS27	8112570	NA	-0.126559658309582	0
ENSG00000113068	PFDN1	8114567	NA	-0.341265467893972	-0.1
ENSG00000113070	HBEGF	8114572	NA	1.15930689245811	0.2
ENSG00000113073	SLC4A9	8108483	NA	-1.11806047102237	-0.1
ENSG00000113083	LOX	8113709	0.952126090183833	0.207419176899997	0.1
ENSG00000113088	GZMK	8105331	0.294988681649288	2.06782823248867	1.2
ENSG00000113100	CDH9	8111271	NA	0.321913724903609	0
ENSG00000113119	TMCO6	8108579	NA	-0.833600896438274	-0.1
ENSG00000113140	SPARC	7896722	NA	-0.112259601158603	0
ENSG00000113141	IK	7893550	NA	-1.76923549288561	-0.4
ENSG00000113161	HMGCR	8106280	0.997485781377449	-0.00876983764557506	0
ENSG00000113163	CERT1	8112687	NA	-0.75111689703335	-0.1
ENSG00000113194	FAF2	8110169	0.339898341852596	-1.90709456722684	-0.5
ENSG00000113196	HAND1	8115391	NA	0.868032846318996	0.1
ENSG00000113205	PCDHB3	8108688	0.818888054399121	0.623268155585392	0.2
ENSG00000113209	PCDHB5	8108697	0.688797697483414	0.975018671142889	0.5
ENSG00000113211	PCDHB6	8108703	0.923023603073276	0.294932564240868	0.1
ENSG00000113212	PCDHB7	8108708	NA	1.90976006525308	0.3
ENSG00000113240	CLK4	8116227	NA	-1.06819249701189	-0.2
ENSG00000113248	PCDHB15	8108753	NA	1.9111018688272	0.5
ENSG00000113249	HAVCR1	8115455	NA	2.72604954047456	0.3
ENSG00000113262	GRM6	8116253	NA	1.02893622821416	0.1
ENSG00000113263	ITK	8109507	0.208017665969766	2.45758523533884	1
ENSG00000113269	RNF130	8116372	NA	-0.373195180208408	-0.1
ENSG00000113272	THG1L	8109576	NA	-1.8768837142568	-0.3
ENSG00000113273	ARSB	8112807	NA	0.332163692558148	0.1
ENSG00000113282	CLINT1	8115524	NA	-0.777064909346132	-0.1
ENSG00000113296	THBS4	8106573	0.460554395909881	1.52070750590657	0.6
ENSG00000113300	CNOT6	8110589	NA	-3.18073945561937	-0.5
ENSG00000113302	IL12B	8115570	NA	1.20098063986679	0.1
ENSG00000113303	BTNL8	8110606	NA	1.54832030838083	0.2
ENSG00000113312	TTC1	8109620	NA	-2.31142952115494	-0.3
ENSG00000113318	MSH3	8106633	NA	-1.55711720355555	-0.4
ENSG00000113319	RASGRF2	8106660	0.991723931919565	0.0366291348144536	0
ENSG00000113327	GABRG2	8109677	NA	0.350868242989047	0
ENSG00000113328	CCNG1	8109697	NA	0.199478115023567	0
ENSG00000113356	POLR3G	8106820	NA	-0.328965581919296	-0.1
ENSG00000113360	DROSHA	8111286	NA	0.636352614063956	0.1
ENSG00000113361	CDH6	8104663	NA	0.851113989810863	0.2
ENSG00000113368	LMNB1	8107706	0.981723296969811	0.0934783850139857	0
ENSG00000113369	ARRDC3	8113073	NA	2.12857832265434	0.6
ENSG00000113384	GOLPH3	8111331	NA	0.106832197816108	0
ENSG00000113387	SUB1	8104738	NA	-0.583544783130406	-0.2
ENSG00000113389	NPR3	8104746	0.834462897262883	-0.584347017246628	-0.3
ENSG00000113391	FAM172A	8113083	NA	-1.06755781713231	-0.2
ENSG00000113396	SLC27A6	8107798	0.460554395909881	1.51769091476557	0.5
ENSG00000113407	TARS1	8104760	NA	0.30250176902601	0.1
ENSG00000113430	IRX4	8110865	NA	1.29706232089727	0.2
ENSG00000113441	LNPEP	8107066	NA	0.236291942825214	0
ENSG00000113456	RAD1	8111457	NA	-0.102090314449955	0
