Gene ID	Gene Name	Design Element	'breast cancer; breast' vs 'normal; breast'.p-value	'breast cancer; breast' vs 'normal; breast'.t-statistic	'breast cancer; breast' vs 'normal; breast'.log2foldchange
ENSG00000105223	PLD3	A_23_P27515	0.0901520513445529	2.20955258529283	0.2
ENSG00000105227	PRX	A_23_P429959	1.20026615621418e-05	-5.94205244464492	-0.9
ENSG00000105229	PIAS4	A_24_P48627	0.790902695785366	0.414860838384013	0.1
ENSG00000105245	NUMBL	A_23_P164733	0.257908596920364	1.52493440455992	0.4
ENSG00000105246	EBI3	A_24_P370201	5.52778437410636e-06	-6.24297093976778	-0.3
ENSG00000105248	YJU2	A_23_P130865	0.149317631209309	-1.89734142290072	-0.1
ENSG00000105251	SHD	A_23_P142255	0.900251515466805	0.20714897846528	0
ENSG00000105254	TBCB	A_23_P56249	0.00936260059630206	3.32640470122007	0.7
ENSG00000105255	FSD1	A_23_P153651	NA	0.0673502057379919	0
ENSG00000105258	POLR2I	A_23_P56256	0.000339103866520633	4.67686295965505	0.7
ENSG00000105261	OVOL3	A_24_P169213	NA	-0.18187545763423	0
ENSG00000105270	CLIP3	A_24_P279718	0.561402897718571	0.841130549318539	0.1
ENSG00000105278	ZFR2	A_32_P55462	0.00017623688330396	-4.93093271335165	-0.5
ENSG00000105287	PRKD2	A_23_P78802	0.741676261949277	0.507099867703214	0
ENSG00000105289	TJP3	A_23_P108157	0.287169361987458	1.44086778449747	0.3
ENSG00000105290	APLP1	A_23_P27983	0.545357164283435	-0.8725920505332	-0.1
ENSG00000105298	CACTIN	A_23_P372151	0.911770819546521	0.18175334246901	0
ENSG00000105321	CCDC9	A_23_P417965	0.690963019832599	0.59807682659895	0
ENSG00000105323	HNRNPUL1	A_23_P502612	0.397981778066262	1.17187704297059	0.1
ENSG00000105325	FZR1	A_23_P142333	0.0273304375303761	-2.83304543580127	-0.1
ENSG00000105327	BBC3	A_23_P90189	0.248677253534044	1.55162519002224	0.2
ENSG00000105329	TGFB1	A_24_P79054	NA	-2.81927211130427	-0.1
ENSG00000105339	DENND3	A_32_P175301	0.357958728011591	1.26227769648693	0.3
ENSG00000105341	DMAC2	A_23_P107795	0.99173859893846	0.0176166588329188	0
ENSG00000105352	CEACAM4	A_24_P70480	0.238502565287651	-1.58235216066611	-0.1
ENSG00000105355	PLIN3	A_23_P101707	0.516760677832497	0.928739155945636	0.1
ENSG00000105357	MYH14	A_24_P323545	0.000193690599223787	-4.88972223961185	-0.8
ENSG00000105364	MRPL4	A_23_P164702	0.144019899991993	1.92054070587154	0.2
ENSG00000105366	SIGLEC8	A_24_P40001	0.50566732864658	0.950514593187581	0
ENSG00000105369	CD79A	A_23_P107735	0.499560894024333	0.962482099107636	0.2
ENSG00000105370	LIM2	A_23_P130435	0.596072499921393	0.775286896670513	0.1
ENSG00000105372	RPS19	A_24_P134074	0.818162997818119	-0.365287207982229	-0.1
ENSG00000105373	NOP53	A_23_P39125	1.37715718237061e-07	-7.65061845732757	-1.4
ENSG00000105374	NKG7	A_23_P119042	0.0239251137361774	2.89621340709478	1
ENSG00000105376	ICAM5	A_24_P254079	NA	-1.28388486909616	-0.1
ENSG00000105379	ETFB	A_23_P107653	0.830153978975371	-0.343702453635613	-0.1
ENSG00000105383	CD33	A_24_P301655	NA	1.03905980673161	0
ENSG00000105388	CEACAM5	A_23_P153301	0.960740892047262	0.0823204716034658	0
ENSG00000105392	CRX	A_23_P418961	NA	1.61720014251123	0.1
ENSG00000105393	BABAM1	A_23_P119714	0.00256100900100531	3.87326449013034	0.6
ENSG00000105397	TYK2	A_23_P153311	0.708303551021752	0.566265829568395	0.1
ENSG00000105398	SULT2A1	A_23_P67381	NA	-1.08853452991938	0
ENSG00000105401	CDC37	A_23_P130531	0.0399140043587219	2.64474170424453	0.4
ENSG00000105402	NAPA	A_23_P55990	0.371585280090297	1.23000497463835	0.1
ENSG00000105419	MEIS3	A_24_P207503	0.992809738517649	0.0149985049223193	0
ENSG00000105426	PTPRS	A_23_P56163	0.246777114354108	1.55707346031967	0.1
ENSG00000105427	CNFN	A_23_P27473	0.263999764646588	-1.50700165944136	-0.2
ENSG00000105428	ZNRF4	A_23_P374559	0.87451082103628	0.259575081983503	0
ENSG00000105429	MEGF8	A_23_P353097	0.0112033299662128	-3.24715687615056	-0.3
ENSG00000105438	KDELR1	A_23_P4913	0.0148194782848283	3.12183497650086	0.5
ENSG00000105443	CYTH2	A_24_P374918	0.014862044745046	-3.12031920073403	-0.3
ENSG00000105447	GRWD1	A_23_P142154	0.228423534987595	1.6130478079353	0.1
ENSG00000105464	GRIN2D	A_23_P153549	0.68806158588676	-0.604063342455951	-0.1
ENSG00000105467	SYNGR4	A_23_P164927	0.232658306115573	1.59973216850806	0.1
ENSG00000105472	CLEC11A	A_23_P153489	0.206801842278738	-1.683026360731	-0.1
ENSG00000105479	ODAD1	A_32_P24125	NA	-3.07823782977876	-0.1
ENSG00000105483	CARD8	A_24_P196688	0.399807988102637	1.16788445053353	0.3
ENSG00000105486	LIG1	A_23_P39116	0.0236550147607559	2.9015368511965	0.5
ENSG00000105492	SIGLEC6	A_23_P4592	0.184221559154453	-1.76134932155695	-0.1
ENSG00000105497	ZNF175	A_23_P332374	0.000398960686761242	-4.61484466616611	-0.6
ENSG00000105499	PLA2G4C	A_23_P50508	0.713838285346131	-0.556173666033054	-0.1
ENSG00000105507	CABP5	A_23_P21747	2.73183316367122e-05	-5.62979091424411	-0.5
ENSG00000105509	HAS1	A_23_P27400	NA	1.54670152034586	0.1
ENSG00000105516	DBP	A_23_P130753	0.295282536917006	-1.41964017242198	-0.1
ENSG00000105518	TMEM205	A_23_P90099	0.521675538142711	0.919439759308921	0.2
ENSG00000105519	CAPS	A_23_P78958	0.0552488843336609	2.47540732858476	1.5
ENSG00000105520	PLPPR2	A_24_P151213	0.2299747885037	-1.60786055941151	-0.1
ENSG00000105523	FAM83E	A_23_P153540	0.282006265129003	-1.45526765718842	-0.1
ENSG00000105538	RASIP1	A_23_P119353	0.956780705149658	-0.0898089626332844	0
ENSG00000105549	THEG	A_23_P131074	0.966040395388851	0.0727688079661559	0
ENSG00000105550	FGF21	A_23_P101564	NA	-0.08059598802717	0
ENSG00000105552	BCAT2	A_23_P101551	0.733956105968281	0.5211853355931	0
ENSG00000105556	MIER2	A_23_P119683	0.70879358571135	-0.56509718271328	-0.1
ENSG00000105559	PLEKHA4	A_24_P408047	0.274764650352954	-1.47551214222496	-0.3
ENSG00000105568	PPP2R1A	A_23_P107661	0.0619272780991949	-2.41606706797607	-0.4
ENSG00000105576	TNPO2	A_24_P44891	0.446872193521359	1.0698797689534	0.2
ENSG00000105605	CACNG7	A_23_P4782	NA	-1.27117472055132	0
ENSG00000105607	GCDH	A_23_P90089	0.762699251945647	-0.466505448221488	0
ENSG00000105609	LILRB5	A_23_P164784	0.0209894737988909	-2.95881596250702	-0.2
ENSG00000105610	KLF1	A_23_P383377	0.0122258370692019	-3.20821561165287	-0.1
ENSG00000105612	DNASE2	A_23_P119266	NA	1.5423117760877	0.1
ENSG00000105613	MAST1	A_23_P101480	0.993147223027807	-0.0142452673929716	0
ENSG00000105617	LENG1	A_23_P208523	0.663658915697256	-0.6493233395884	-0.1
ENSG00000105618	PRPF31	A_23_P142018	0.51294059774082	-0.936363876119484	0
ENSG00000105619	TFPT	A_23_P27573	0.102181674373185	2.13565485176832	0.3
ENSG00000105639	JAK3	A_24_P308096	0.000130549824036916	-5.04489763862533	-0.4
ENSG00000105641	SLC5A5	A_23_P101774	0.130717897200247	-1.98334937213418	-0.1
ENSG00000105642	KCNN1	A_23_P119573	NA	-1.16655009093595	0
ENSG00000105643	ARRDC2	A_24_P22976	0.320643546204369	1.35349192152883	0.2
ENSG00000105649	RAB3A	A_23_P108200	0.502485519869947	0.95682880412843	0.1
ENSG00000105655	ISYNA1	A_23_P5131	0.492813090127939	0.976844141257388	0.1
ENSG00000105656	ELL	A_23_P16537	0.00125119555916705	-4.16374029545099	-0.3
ENSG00000105662	CRTC1	A_23_P50773	0.153266694480529	-1.88093650196581	-0.3
ENSG00000105664	COMP	A_24_P264943	0.107747462432937	2.10272376103038	0.4
ENSG00000105668	UPK1A	A_23_P119634	0.322464031896541	-1.34841750683808	-0.2
ENSG00000105669	COPE	A_23_P373545	0.000513843253265665	-4.5195208085604	-0.3
ENSG00000105671	DDX49	A_23_P16573	0.00592707782161797	3.52362584587683	0.5
ENSG00000105675	ATP4A	A_23_P430728	NA	0.147556233651923	0
ENSG00000105676	ARMC6	A_23_P425750	0.821609500519831	-0.359182727995804	0
ENSG00000105677	TMEM147	A_23_P79043	0.00160264226807374	4.06504589010565	1
ENSG00000105679	GAPDHS	A_23_P67646	NA	0.409505951374073	0
ENSG00000105695	MAG	A_24_P279704	0.390551407841408	-1.18699425893293	-0.1
ENSG00000105696	TMEM59L	A_23_P309155	NA	-0.406540530701444	0
ENSG00000105697	HAMP	A_23_P165162	0.304347402156603	-1.39496745037563	-0.2
ENSG00000105698	USF2	A_23_P153783	0.398174274624853	1.17145545175556	0.2
ENSG00000105699	LSR	A_23_P142389	0.00778773122339353	3.4063022801357	0.2
ENSG00000105700	KXD1	A_23_P50722	0.0853685345298614	2.2394673058607	0.3
ENSG00000105701	FKBP8	A_23_P39336	0.840748334447033	0.322474470798108	0
ENSG00000105705	SUGP1	A_23_P119617	0.410995418222196	1.14414516673828	0.1
ENSG00000105707	HPN	A_23_P406782	0.79397359627824	0.409344776095604	0
ENSG00000105708	ZNF14	A_23_P101811	0.401615735856982	-1.16419894304627	-0.2
ENSG00000105711	SCN1B	A_23_P79015	0.192725947812315	-1.73066817910313	-0.1
ENSG00000105717	PBX4	A_23_P90419	0.815586162052799	-0.369917114074675	-0.1
ENSG00000105722	ERF	A_23_P4679	0.958901569700557	-0.0858037697810064	0
ENSG00000105723	GSK3A	A_24_P185394	0.0016396079638	4.05617594688722	1
ENSG00000105726	ATP13A1	A_23_P5163	0.00262863853322756	3.86329078789181	0.4
ENSG00000105732	ZNF574	A_23_P89931	0.0369790703003852	-2.68389121400705	-0.4
ENSG00000105737	GRIK5	A_23_P16063	3.83590915992984e-05	-5.50329575570152	-0.2
ENSG00000105738	SIPA1L3	A_24_P202555	0.284319735604301	1.44868537221898	0.2
ENSG00000105750	ZNF85	A_23_P67702	3.554075202236e-05	-5.53211169293887	-0.9
ENSG00000105755	ETHE1	A_23_P142294	0.0716466913449937	-2.33765846581403	-0.2
ENSG00000105767	CADM4	A_23_P5064	0.999571329254595	0.00101624351570795	0
ENSG00000105771	SMG9	A_23_P56127	0.0643500616562099	-2.39450750547644	-0.1
ENSG00000105778	AVL9	A_24_P272967	0.391436578483788	-1.18483542759486	-0.3
ENSG00000105784	RUNDC3B	A_23_P111724	0.0631493020523162	-2.40483529991071	-0.3
ENSG00000105793	GTPBP10	A_24_P494440	NA	0.983738462505766	0
ENSG00000105810	CDK6	A_24_P166663	0.024344674207401	2.88770292756456	0.9
ENSG00000105819	PMPCB	A_23_P134464	0.606014567443988	-0.756907374527289	-0.1
ENSG00000105821	DNAJC2	A_23_P254573	7.96479300306039e-05	5.23575680575187	1
ENSG00000105825	TFPI2	A_23_P393620	0.0417653807109245	-2.62032772337608	-1.2
ENSG00000105829	BET1	A_24_P269432	0.0744985815989664	2.3150511316469	0.3
ENSG00000105849	POLR1F	A_23_P82474	0.0243440786558934	2.88789216018381	0.4
ENSG00000105851	PIK3CG	A_23_P251359	0.346513704055756	1.29077185896994	0.2
ENSG00000105852	PON3	A_23_P215549	0.242938272379737	-1.56885794585924	-0.3
ENSG00000105854	PON2	A_23_P31399	0.632439761334466	0.707611445654399	0.2
ENSG00000105855	ITGB8	A_23_P123060	0.862038233163602	-0.283454886180077	-0.1
ENSG00000105856	HBP1	A_24_P204971	0.0394458079865502	-2.65134435682368	-0.4
ENSG00000105865	DUS4L	A_23_P215778	0.850336093390149	0.304324137807676	0.1
ENSG00000105866	SP4	A_23_P71064	0.963780074800021	0.0769366686763281	0
ENSG00000105875	WDR91	A_23_P215132	0.660560454786691	0.654402883198866	0.1
ENSG00000105877	DNAH11	A_32_P19806	0.604755201965894	-0.759378933812459	-0.2
ENSG00000105879	CBLL1	A_23_P146004	0.664154999164249	0.648380414086493	0.1
ENSG00000105880	DLX5	A_23_P318262	0.0164401062578424	3.07480702638696	0.3
ENSG00000105887	MTPN	A_24_P363615	0.170315648683627	1.81186991997737	0.4
ENSG00000105889	STEAP1B	A_32_P69149	0.590770645128525	0.785222044546449	0.1
ENSG00000105894	PTN	A_23_P303087	2.5888554102611e-05	-5.65155707319906	-3.3
ENSG00000105926	MPP6	A_23_P71053	0.668565215257222	0.639912804488546	0.2
ENSG00000105928	GSDME	A_23_P82449	0.29036431952409	-1.43234875433096	-0.1
ENSG00000105929	ATP6V0A4	A_23_P215111	0.278155864959656	1.46536872964267	0.6
ENSG00000105939	ZC3HAV1	A_23_P425224	0.276906642400614	1.46927981045801	0.2
ENSG00000105948	TTC26	A_24_P89718	0.902936062868365	-0.200485579442395	0
ENSG00000105953	OGDH	A_24_P9454	0.724017708470017	0.538784104363949	0.1
ENSG00000105954	NPVF	A_23_P59654	NA	0.176988221585168	0
ENSG00000105967	TFEC	A_24_P98210	0.492034272326128	0.978303680860592	0.3
ENSG00000105968	H2AZ2	A_23_P145904	1.85285011725406e-07	7.54307930037746	1.1
ENSG00000105971	CAV2	A_23_P123071	0.290140769915622	-1.43313255129221	-0.2
ENSG00000105974	CAV1	A_24_P12626	0.0704711269009668	-2.34613932319066	-0.4
ENSG00000105976	MET	A_23_P359245	0.18917435207393	-1.74294794511213	-0.4
ENSG00000105982	RNF32	A_24_P315291	0.789872925266901	-0.416549880960153	0
ENSG00000105983	LMBR1	A_23_P300728	0.00386826666662183	3.7049899472234	0.8
ENSG00000105989	WNT2	A_32_P19724	NA	-0.287372748815428	0
ENSG00000105991	HOXA1	A_23_P145752	0.839259761041978	-0.325057715810391	0
ENSG00000105993	DNAJB6	A_23_P385063	0.000193690599223787	4.88986028237049	0.7
ENSG00000105996	HOXA2	A_24_P200854	2.41267964659996e-06	-6.554143418668	-0.7
ENSG00000105997	HOXA3	A_23_P111571	0.00081835971153468	-4.33406359610125	-0.6
ENSG00000106003	LFNG	A_23_P8452	0.00944173003882733	-3.32295598874136	-1.2
ENSG00000106004	HOXA5	A_23_P93772	2.33513195276615e-05	-5.69114837456775	-0.9
ENSG00000106006	HOXA6	A_23_P82370	NA	-2.0050500024171	-0.1
ENSG00000106009	BRAT1	A_23_P251893	0.81010250496652	0.379513747483778	0
ENSG00000106012	IQCE	A_23_P19852	0.952406963122816	-0.0981789622030397	0
ENSG00000106013	ANKRD7	A_23_P250231	0.375969081885632	1.21941930037681	0.1
ENSG00000106018	VIPR2	A_32_P153071	0.000129325208881564	-5.04826227473463	-0.3
ENSG00000106025	TSPAN12	A_23_P145984	0.341638838496191	1.30224928115519	0.2
ENSG00000106028	SSBP1	A_23_P31536	0.00318158218716139	3.78337856484419	0.5
ENSG00000106031	HOXA13	A_23_P389281	0.113836454189712	2.06806224365231	0.2
ENSG00000106034	CPED1	A_24_P943781	0.958336566755707	-0.0869156858594769	0
ENSG00000106038	EVX1	A_24_P368943	0.0305667699413321	-2.78029667180104	-0.2
ENSG00000106049	HIBADH	A_23_P335428	0.611261112894154	0.747417556340213	0.2
ENSG00000106052	TAX1BP1	A_24_P95029	0.650279715507292	-0.673705437121158	-0.2
ENSG00000106066	CPVL	A_23_P134347	0.0115023456656844	3.23589342708678	0.8
ENSG00000106070	GRB10	A_24_P235266	0.0115023456656844	-3.23595631745128	-0.8
ENSG00000106077	ABHD11	A_23_P315933	0.0908652716211609	2.20499928571728	0.5
ENSG00000106078	COBL	A_32_P86173	0.0662047943406945	-2.37988766854621	-0.3
ENSG00000106080	FKBP14	A_23_P215341	0.197050778776911	1.71515986093972	0.2
ENSG00000106086	PLEKHA8	A_23_P318296	0.00280712372066111	3.83586896160678	0.4
ENSG00000106089	STX1A	A_24_P226541	0.16786075607041	1.82114876089772	0.4
ENSG00000106100	NOD1	A_24_P129277	0.408047688106692	-1.15033401813711	-0.1
ENSG00000106105	GARS1	A_24_P154948	0.000117271668581948	5.08702482374451	0.8
ENSG00000106113	CRHR2	A_23_P215331	0.984336119009768	-0.0342127315619676	0
ENSG00000106123	EPHB6	A_23_P145935	NA	-0.977970366591439	0
ENSG00000106128	GHRHR	A_23_P8497	0.749671961965633	0.491418196546038	0
ENSG00000106133	NSUN5P2	A_23_P82412	0.00069727731145282	-4.40186807038142	-0.5
ENSG00000106144	CASP2	A_24_P269398	0.0518819976245927	2.50806792304638	0.4
ENSG00000106153	CHCHD2	A_23_P157405	0.00388189586981374	3.7034610494319	0.8
ENSG00000106178	CCL24	A_23_P215491	0.00467830572013481	-3.62517255257573	-0.3
ENSG00000106236	NPTX2	A_23_P82651	0.116625121167529	2.05381435327485	0.5
ENSG00000106244	PDAP1	A_23_P151198	0.878069513000951	-0.253249993432448	0
ENSG00000106245	BUD31	A_23_P31602	0.0754805313079063	2.30778676132935	0.5
ENSG00000106246	PTCD1	A_23_P134650	0.00477908883618324	3.61549595549993	0.7
ENSG00000106258	CYP3A5	A_24_P916916	9.5275322693218e-05	-5.16621579250295	-0.4
ENSG00000106261	ZKSCAN1	A_23_P94063	0.000218736221655594	-4.84616675377727	-0.7
ENSG00000106263	EIF3B	A_23_P157072	0.041989798848643	2.61763029187147	0.5
ENSG00000106266	SNX8	A_24_P196774	0.00169278123704848	4.04371613999834	1.1
ENSG00000106268	NUDT1	A_23_P134295	8.66107624006075e-06	6.06562097305402	0.8
ENSG00000106278	PTPRZ1	A_24_P235248	0.46821493808558	-1.02598153192062	-0.2
ENSG00000106290	TAF6	A_23_P122876	0.254139426825953	1.53604559616528	0.3
ENSG00000106302	HYAL4	A_23_P250228	0.761347085595119	0.469097078853431	0
ENSG00000106304	SPAM1	A_23_P111826	0.625207920246847	0.722448383521705	0
ENSG00000106305	AIMP2	A_23_P70991	0.0191600621030571	3.00359271184815	0.5
ENSG00000106327	TFR2	A_23_P122896	0.818523309348812	-0.364556160436451	0
ENSG00000106328	FSCN3	A_23_P93898	NA	-2.69050027977474	-0.1
ENSG00000106330	MOSPD3	A_23_P111492	0.0555529562271463	2.47231447507237	0.5
ENSG00000106331	PAX4	A_23_P414211	0.755841710376971	0.480096104006453	0
ENSG00000106333	PCOLCE	A_23_P251499	0.81729526903201	-0.366673311641787	0
ENSG00000106336	FBXO24	A_23_P70888	0.0129896682755866	-3.18186251501202	-0.5
ENSG00000106344	RBM28	A_23_P168629	0.0113012423292304	3.24358904203216	0.5
ENSG00000106346	USP42	A_23_P82394	0.400727800296699	1.16579965125844	0.1
ENSG00000106348	IMPDH1	A_24_P89701	0.258541777213477	1.52291141817821	0.3
ENSG00000106351	AGFG2	A_23_P311640	0.942519412422024	0.118834209585763	0
ENSG00000106355	LSM5	A_23_P93750	0.287602885752961	1.43975023651248	0.2
ENSG00000106366	SERPINE1	A_24_P158089	0.160437916586744	1.85152101483242	0.3
ENSG00000106367	AP1S1	A_23_P157404	0.166549980267296	1.82630804313361	0.3
ENSG00000106384	MOGAT3	A_23_P317796	0.21648486404318	-1.65101635890739	-0.1
ENSG00000106392	C1GALT1	A_23_P252145	0.106740041328327	2.10914372617937	0.5
ENSG00000106397	PLOD3	A_23_P168788	0.00214890293795922	-3.94417456393172	-0.6
ENSG00000106399	RPA3	A_23_P256455	1.14338090815667e-05	5.96005320885437	1.4
ENSG00000106400	ZNHIT1	A_23_P111843	0.0355644477135775	2.70264210550959	0.4
ENSG00000106404	CLDN15	A_23_P500886	0.392368038248655	1.18319916789691	0.1
ENSG00000106415	GLCCI1	A_23_P336198	0.155152780468931	-1.87341171970584	-0.3
ENSG00000106436	MYL10	A_23_P393015	NA	-0.667299797499594	0
ENSG00000106443	PHF14	A_24_P21056	0.496714378159705	-0.967865828446406	-0.2
ENSG00000106459	NRF1	A_23_P59418	0.104749333415603	2.12018561918856	0.2
ENSG00000106460	TMEM106B	A_32_P353072	0.850465874430548	-0.304091830915868	0
ENSG00000106462	EZH2	A_23_P259641	1.15745078134686e-08	8.61033920739275	1.8
ENSG00000106477	CEP41	A_24_P155016	0.864225097930412	0.279996113257079	0.1
ENSG00000106479	ZNF862	A_23_P8408	0.448749103305159	-1.06621900981979	-0.1
ENSG00000106483	SFRP4	A_23_P215328	0.0777539996654197	2.29230966775345	0.4
ENSG00000106484	MEST	A_23_P156970	0.821491228376874	-0.359385383367795	-0.1
ENSG00000106511	MEOX2	A_24_P106624	0.163965629014907	-1.83650215100852	-0.2
ENSG00000106524	ANKMY2	A_23_P20002	0.00676481006732518	-3.46763712927651	-0.3
ENSG00000106526	ACTR3C	A_24_P76635	0.830624132465658	-0.34251278042014	0
ENSG00000106536	POU6F2	A_23_P147900	NA	0.305140735247587	0
ENSG00000106537	TSPAN13	A_23_P168610	0.610614150042652	0.748741030664971	0.2
ENSG00000106538	RARRES2	A_23_P134237	0.875998998151585	0.256939908147364	0
ENSG00000106541	AGR2	A_23_P31407	0.028976910133142	-2.80632565286381	-1.2
ENSG00000106546	AHR	A_23_P215566	0.364091422507947	-1.24772407483745	-0.3
ENSG00000106554	CHCHD3	A_23_P251927	0.00279331822541665	3.83811756533329	0.7
ENSG00000106560	GIMAP2	A_23_P368681	0.414866869966303	-1.13600889311851	-0.4
ENSG00000106565	TMEM176B	A_23_P157007	0.237292677330222	1.58588828698978	0.6
ENSG00000106571	GLI3	A_23_P111531	6.09915610847657e-05	-5.33066846286602	-1.1
ENSG00000106591	MRPL32	A_23_P111753	0.0412492471533552	2.62755472466428	0.4
ENSG00000106603	COA1	A_23_P215675	0.95951580805644	-0.0846143276387265	0
ENSG00000106605	BLVRA	A_23_P71148	0.268868092627352	-1.49313882465777	-0.5
ENSG00000106608	URGCP	A_23_P31489	0.8312483209557	-0.341170561588832	0
ENSG00000106609	TMEM248	A_23_P93677	0.0154085574771244	3.10338542305591	0.7
ENSG00000106610	STAG3L4	A_23_P111480	0.428288528681223	1.10827035997683	0.3
ENSG00000106615	RHEB	A_23_P134247	0.000697951323326596	4.40122479481373	0.8
ENSG00000106617	PRKAG2	A_23_P314760	0.0345842419107796	2.71766779674816	0.6
ENSG00000106624	AEBP1	A_23_P157299	0.379931606196363	1.20992458132667	0.5
ENSG00000106628	POLD2	A_23_P71146	0.0531614615218462	2.49515239773587	0.4
ENSG00000106631	MYL7	A_23_P59738	0.0201242300053953	-2.97850810060946	-0.2
ENSG00000106633	GCK	A_23_P250206	0.720728302967041	-0.544149926421478	0
ENSG00000106635	BCL7B	A_23_P123010	0.08520325925008	2.24060054136631	0.4
ENSG00000106636	YKT6	A_23_P134527	0.185206714704401	1.75799625313115	0.2
ENSG00000106638	TBL2	A_23_P134395	0.0796232116807319	2.27873382523418	0.5
ENSG00000106648	GALNTL5	A_23_P429601	0.786048676337335	0.423659465687752	0
ENSG00000106665	CLIP2	A_23_P215479	NA	-1.22241367445156	0
ENSG00000106683	LIMK1	A_23_P215461	4.63611116184063e-05	5.43021121616489	0.7
ENSG00000106686	SPATA6L	A_23_P157766	0.0260984351245802	-2.85539730172421	-0.5
ENSG00000106688	SLC1A1	A_24_P232252	0.883785483010604	0.240699254101979	0.1
ENSG00000106689	LHX2	A_23_P32165	0.0187330750000262	3.01432177020689	0.6
ENSG00000106692	FKTN	A_23_P216622	0.489177024870422	-0.984389107197081	0
ENSG00000106701	FSD1L	A_23_P94461	0.314209322361633	1.36887778907853	0.2
ENSG00000106723	SPIN1	A_23_P9319	0.0373064914092679	-2.67907215488526	-0.4
ENSG00000106733	NMRK1	A_23_P32036	0.815838780820248	0.369285201180751	0
ENSG00000106771	TMEM245	A_23_P146417	0.0849211408168152	-2.24256060440337	-0.5
ENSG00000106772	PRUNE2	A_23_P406025	0.786415676881146	-0.422971815212095	-0.1
ENSG00000106780	MEGF9	A_32_P129894	0.322366559239744	-1.34875611733335	-0.4
ENSG00000106785	TRIM14	A_23_P216655	0.154780919490855	1.87482940587563	0.4
ENSG00000106789	CORO2A	A_23_P146444	0.022589628246408	2.92379158866084	0.5
ENSG00000106799	TGFBR1	A_23_P123943	0.0912792415157862	2.20248934558693	0.4
ENSG00000106803	SEC61B	A_23_P135342	0.0343179337830254	2.72152055735892	0.5
ENSG00000106804	C5	A_23_P71855	0.865983132642887	0.276487775716918	0
ENSG00000106809	OGN	A_23_P82990	0.960740892047262	0.0823456681173997	0
ENSG00000106819	ASPN	A_23_P216429	0.000269121160018431	4.76400008494648	0.8
ENSG00000106823	ECM2	A_23_P216434	0.902001542782355	-0.202546730014741	0
ENSG00000106829	TLE4	A_23_P94494	0.472869556245628	1.01682321638001	0.2
ENSG00000106852	LHX6	A_23_P32175	0.168367101897096	1.81907876877346	0.2
ENSG00000106853	PTGR1	A_23_P157809	0.0511436262844094	-2.51592464744184	-0.6
ENSG00000106868	SUSD1	A_23_P216610	0.381335842947339	1.20650289404007	0.3
ENSG00000106927	AMBP	A_23_P256504	NA	-0.593633580748152	0
ENSG00000106948	AKNA	A_24_P912439	0.578772817646374	-0.807260746695897	-0.1
ENSG00000106952	TNFSF8	A_23_P169257	0.205863762399837	1.68604688197026	0.1
ENSG00000106976	DNM1	A_23_P135273	0.687215215796988	0.605264967442621	0.1
ENSG00000106991	ENG	A_23_P83328	0.666362654730269	-0.644562859528864	-0.1
ENSG00000106993	CDC37L1	A_24_P269624	0.0990679919160544	-2.15478364009859	-0.4
ENSG00000107014	RLN2	A_23_P216455	0.253734710694705	1.53723251163027	0.1
ENSG00000107018	RLN1	A_23_P60210	0.97956699471868	-0.044624438194405	0
ENSG00000107020	PLGRKT	A_23_P255869	0.64480287858546	0.68399620495929	0.2
ENSG00000107021	TBC1D13	A_23_P94660	0.709155214742158	0.564359288913593	0.1
ENSG00000107036	RIC1	A_24_P49447	0.680107354563417	-0.618785514973624	-0.1
ENSG00000107077	KDM4C	A_23_P112201	0.448749103305159	1.06624957555347	0.2
ENSG00000107099	DOCK8	A_32_P181077	0.0320702264406463	-2.7568475184829	-0.5
ENSG00000107104	KANK1	A_23_P500130	0.520602505140989	-0.921221203321057	-0.2
ENSG00000107105	ELAVL2	A_23_P94571	0.000949965436622233	4.27731743582795	1.2
ENSG00000107130	NCS1	A_23_P217049	0.00202013018640226	3.97146308625667	0.7
ENSG00000107140	TESK1	A_24_P341882	0.0151396004499884	-3.11201771899212	-0.2
ENSG00000107147	KCNT1	A_24_P155169	NA	-0.425926573609534	0
ENSG00000107159	CA9	A_23_P157793	0.460305459942394	1.04257551686777	0.1
ENSG00000107164	FUBP3	A_24_P203710	0.80490110141447	-0.389692674769154	-0.1
ENSG00000107165	TYRP1	A_23_P94403	0.878586603273946	0.252420392961054	0
ENSG00000107175	CREB3	A_23_P423389	0.619663247411269	0.73236238936837	0.1
ENSG00000107185	RGP1	A_24_P398064	0.130404566113317	-1.98562431501023	-0.4
ENSG00000107186	MPDZ	A_23_P396328	0.512567854794501	0.937522723476267	0.2
ENSG00000107187	LHX3	A_23_P9496	0.976242104504469	0.0514288049449669	0
ENSG00000107223	EDF1	A_23_P60376	0.120853733653717	2.03211300188075	0.3
ENSG00000107242	PIP5K1B	A_32_P465742	0.128071549941408	-1.9965662336103	-0.2
ENSG00000107249	GLIS3	A_23_P350249	0.555420250712116	0.852478206291399	0.1
ENSG00000107262	BAG1	A_23_P146654	0.45385757351093	-1.0558148325187	-0.3
ENSG00000107263	RAPGEF1	A_23_P304237	0.588901944632533	0.788690311613807	0.2
ENSG00000107281	NPDC1	A_23_P146572	0.0369776520623644	-2.68398212074899	-0.6
ENSG00000107282	APBA1	A_23_P216806	0.013066857458832	-3.17927338968754	-0.2
